country,main_category,sub_category,hs_code,tax_rate_estimate,product_regulation,customs_documents,standards_note,tax_note,incentive_note,customs_note,source_note
Singapur,Kırtasiye,Boya Kalemi,4820,5.4,"Singapur pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Singapur için tahmini vergi oranı %5.4. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Singapur pazarı için teşvik değerlendirmesi prototip modelde 9/10 olarak alınmıştır.,"Singapur gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Kırtasiye,Boya Kalemi,4820,8.1,"Avustralya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Avustralya için tahmini vergi oranı %8.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Avustralya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Avustralya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Kırtasiye,Boya Kalemi,4820,6.7,"Belçika pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Belçika için tahmini vergi oranı %6.7. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Belçika pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Belçika gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Kırtasiye,Boya Kalemi,4820,6.9,"Avusturya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Avusturya için tahmini vergi oranı %6.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Avusturya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Avusturya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Kırtasiye,Boya Kalemi,4820,7.0,"Çekya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Çekya için tahmini vergi oranı %7.0. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Çekya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Çekya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Kırtasiye,Boya Kalemi,4820,6.2,"Romanya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Romanya için tahmini vergi oranı %6.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Romanya pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Romanya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Kırtasiye,Boya Kalemi,4820,5.9,"Bulgaristan pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Bulgaristan için tahmini vergi oranı %5.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Bulgaristan pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Bulgaristan gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Kırtasiye,Boya Kalemi,4820,6.0,"Yunanistan pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Yunanistan için tahmini vergi oranı %6.0. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Yunanistan pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Yunanistan gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Kırtasiye,Boya Kalemi,4820,6.6,"Macaristan pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Macaristan için tahmini vergi oranı %6.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Macaristan pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Macaristan gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Kırtasiye,Boya Kalemi,4820,7.6,"Portekiz pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Portekiz için tahmini vergi oranı %7.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Portekiz pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Portekiz gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Kırtasiye,Boya Kalemi,4820,7.1,"İsveç pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İsveç için tahmini vergi oranı %7.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İsveç pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"İsveç gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Kırtasiye,Boya Kalemi,4820,7.3,"Norveç pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Norveç için tahmini vergi oranı %7.3. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Norveç pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Norveç gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Kırtasiye,Boya Kalemi,4820,6.8,"Danimarka pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Danimarka için tahmini vergi oranı %6.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Danimarka pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Danimarka gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Kırtasiye,Boya Kalemi,4820,7.2,"Finlandiya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Finlandiya için tahmini vergi oranı %7.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Finlandiya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Finlandiya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Kırtasiye,Boya Kalemi,4820,7.8,"İrlanda pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İrlanda için tahmini vergi oranı %7.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İrlanda pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"İrlanda gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Kırtasiye,Boya Kalemi,4820,10.1,"Meksika pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Meksika için tahmini vergi oranı %10.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Meksika pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Meksika gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Kırtasiye,Boya Kalemi,4820,10.6,"Brezilya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Brezilya için tahmini vergi oranı %10.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Brezilya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Brezilya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Kırtasiye,Boya Kalemi,4820,9.4,"Şili pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Şili için tahmini vergi oranı %9.4. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Şili pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Şili gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Kırtasiye,Boya Kalemi,4820,10.8,"Arjantin pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Arjantin için tahmini vergi oranı %10.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Arjantin pazarı için teşvik değerlendirmesi prototip modelde 5/10 olarak alınmıştır.,"Arjantin gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Kırtasiye,Boya Kalemi,4820,9.1,"Güney Afrika pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Güney Afrika için tahmini vergi oranı %9.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Güney Afrika pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Güney Afrika gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Kırtasiye,Boya Kalemi,4820,7.0,"Mısır pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Mısır için tahmini vergi oranı %7.0. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Mısır pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Mısır gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Kırtasiye,Boya Kalemi,4820,7.6,"Fas pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Fas için tahmini vergi oranı %7.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Fas pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Fas gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
